objname,e_mod0,mod0,v_gsr,mod_mpc
ESO444-086,0.346,33.966,3908,62.11550208
IC4296,0.116,33.581,3641.6,52.02355187
NGC5308,0.06,32.269,2141.9,28.43151486
ESO383-067,0.358,33.242,3962.9,44.50409766
NGC5322,0.23,32.447,1928.4,30.86028979
ESO383-088,0.352,33.627,4105.9,53.13736321
ESO001-006,0.346,32.414,2054.5,30.39484969
ESO271-022,0.349,33.067,2876.5,41.0582089
ESO446-023,0.357,35.374,6822.6,118.7955028
NGC5485,0.34,32.047,2026.8,25.66847102
NGC5638,0.24,32.077,1649.7,26.02555502
NGC5576,0.14,32.007,1408.6,25.19996862
ESO447-019,0.346,33.2,3769.3,43.65158322
ESO041-006,0.4,31.21,2396.8,17.45822153
ESO447-023,0.346,33.554,3681.1,51.38069802
NGC5592,0.15,33.49,4240.3,49.88844875
ESO446-051,0.353,35.117,7116.6,105.535847
UGC09242,0.302,31.931,1560.7,24.33324338
NGC5705,0.38,31.6,1747.1,20.89296131
ESO022-003,0.4,32.74,2571.4,35.31831698
IC4468,0.347,32.171,2377.5,27.17690523
PGC052809,0.296,31.132,2140.1,16.84224575
ESO580-049,0.346,33.596,3919,52.3841619
NGC5831,0.17,32.147,1640.4,26.87818879
NGC5812,0.29,32.127,1898.6,26.63176807
NGC5833,0.141,32.523,2874.6,31.95950175
NGC5879,0.248,31.043,912.7,16.16590417
NGC5963,0.4,32.65,819,33.88441561
ESO582-012,0.347,31.915,2271.4,24.15460834
NGC5903,0.23,32.627,2505.7,33.52740958
ESO582-004,0.367,32.812,2176.9,36.50900525
ESO387-026,0.106,33.752,4284.7,56.28594993
ESO329-007,0.346,34,4523.3,63.09573445
NGC5962,0.276,32.54,2039.8,32.21068791
NGC5967,0.14,32.621,2762.5,33.4348978
NGC5982,0.09,32.88,2992.7,37.6703799
ESO516-008,0.348,34.997,7096.3,99.86194028
IC4555,0.346,32.058,2502.7,25.79882936
NGC6181,0.078,32.633,2489.1,33.62017735
NGC6411,0.033,33.861,3947.2,59.18341211
ESO009-010,0.11,32.16,2258.8,27.03958364
NGC6300,0.085,30.15,996.8,10.71519305
NGC6574,0.4,32.95,2444.5,38.9045145
NGC0134,0.246,31.248,1565.4,17.76642308
NGC6684,0.24,30.697,772.9,13.7847851
NGC6744,0.097,29.805,758.5,9.141132415
IC4889,0.16,32.307,2500.1,28.93343523
ESO397-018,0.35,34.095,5431.7,65.91738952
NGC6822,0.016,23.317,43.7,0.460680681
NGC6851,0.21,32.767,3022.5,35.76020502
NGC6868,0.2,32.14,2922.1,26.79168325
ESO527-019,0.347,32.985,3189,39.53666201
NGC6909,0.16,32.727,2758.1,35.10750772
IC5007,0.262,32.558,2765.7,32.47880188
IC5078,0.27,31.514,1573,20.08167804
NGC7097,0.21,32.527,2598.4,32.01842758
NGC7144,0.12,31.927,1896.5,24.28846115
NGC7145,0.21,31.827,1862.6,23.19530033
NGC7171,0.096,33.197,2823.4,43.59131797
NGC7192,0.32,32.867,2763.9,37.44553156
NGC7247,0.356,32.32,2535.4,29.10717118
NGC7218,0.104,31.996,1752.2,25.07263625
ESO533-004,0.349,32.859,2647.6,37.30783093
ESO602-015,0.267,33.214,2752.3,43.93392456
NGC7339,0.26,31.699,1533.4,21.86754354
UGC12123,0.349,33.717,4281.4,55.38599983
NGC7361,0.27,30.889,1285,15.05913408
NGC7392,0.09,33.1,3225.6,41.68693835
ESO346-001,0.358,32.832,2399.6,36.84681891
IC1474,0.38,33.179,3636.5,43.23146969
NGC7537,0.26,32.82,2817.7,36.64375746
NGC7541,0.049,32.904,2821.2,38.08903765
NGC7593,0.352,33.647,4264.6,53.62903718
NGC7590,0.05,31.95,1563.1,24.54708916
NGC7626,0.1,33.23,3551.4,44.25883724
NGC7608,0.348,33.173,3679.6,43.1121816
IC5321,0.354,32.934,2936.9,38.61890894
NGC7713,0.271,29.879,681.5,9.458015034
ESO079-003,0.4,32.6,2507.9,33.11311215
NGC4138,0.26,30.677,919.7,13.65840543
NGC3786,0.059,33.196,2692,43.57124805
NGC3044,0.262,31.656,1143.4,21.43877666
UGC11711,0.54,36.09,9172.1,165.1961798
NGC7469,0.045,34.252,5072.3,70.85981269
UGC11142,0.347,34.145,4690,67.45280277
UGC12430,0.349,33.117,3871.6,42.01457744
UGC11994,0.036,34.04,5095.2,64.26877173
UGC00014,0.02,35.03,7425.5,101.3911386
NGC7591,0.354,33.719,5100.8,55.43703572
IC5309,0.347,33.325,4334,46.23810214
NGC2742,0.263,31.598,1358.7,20.87372704
NGC0801,0.361,33.766,5895.8,56.65001119
NGC4631,0.017,29.331,636.2,7.348522022
NGC6674,0.35,33.695,3619.4,54.82769649
NGC4096,0.246,30.395,619.5,11.99499303
NGC2695,0.4,32.527,1669.3,32.01842758
NGC4318,0.053,31.698,1141.2,21.85747549
NGC4340,0.45,30.83,907.1,14.65547841
NGC2986,0.038,32.658,2122.3,34.00948065
NGC4339,0.18,31.057,1216.2,16.27046631
NGC4468,0.14,30.977,840.9,15.68194766
NGC4479,0.047,31.177,798.3,17.19491368
NGC4442,0.047,30.898,469.1,15.12167849
NGC4434,0.047,31.73,1001.6,22.1819642
NGC4464,0.053,30.977,1198.4,15.68194766
NGC4552,0.047,30.977,273.4,15.68194766
NGC4365,0.049,31.807,1148.3,22.98264453
NGC6702,0.038,34.181,4940.7,68.58039781
UGC03539,0.372,33.425,3408.6,48.41723676
UGC02370,0.4,33.11,2281.8,41.87935651
UGC03489,0.54,34.56,5398.2,81.65823714
UGC03474,0.54,33.32,3751.7,46.13175746
UGC03879,0.351,33.849,4770.6,58.85725453
NGC2357,0.261,32.428,2212.6,30.59144559
UGC05459,0.54,31.61,1159.9,20.98939884
IC3474,0.266,31.38,1648.8,18.87991349
UGC06594,0.262,31.651,974.6,21.38946884
UGC07387,0.264,32.905,1647.4,38.10658234
UGC06080,0.268,32.728,2261.8,35.12367905
UGC09856,0.276,32.921,2607.6,38.38839899
NGC7173,0.19,32.457,2532.8,31.00273442
NGC2592,0.43,32.027,1980,25.43314106
IC4214,0.348,32.663,2165.8,34.0878806
NGC2778,0.3,31.777,2002,22.66731083
NGC3605,0.29,31.557,607.5,20.4833035
IC3044,0.36,31.24,-241.2,17.70108958
NGC3156,0.14,31.727,1208.7,22.15133984
NGC4312,0.272,30.001,103.2,10.00460623
NGC4477,0.45,31.08,1308.7,16.44371723
NGC4459,0.048,31.001,1137.1,15.85623231
UGC07590,0.254,32.259,1054.8,28.30088392
NGC4413,0.029,30.891,41.7,15.07301044
NGC4451,0.221,32.078,795.3,26.03754299
NGC4343,0.35,31.71,923.1,21.97859873
NGC4595,0.255,30.984,592.1,15.73258185
NGC4550,0.042,30.921,359,15.2826969
NGC4647,0.35,31.19,1362,17.29816359
NGC0532,0.347,32.699,2456.5,34.6577209
NGC1171,0.302,32.009,2856.2,25.22318934
NGC1186,0.355,32.816,2852.8,36.5763193
NGC3067,0.4,31.15,1422.4,16.98243652
NGC1343,0.4,28.14,2369.6,4.246195639
NGC3041,0.263,31.926,1307.9,24.27727848
NGC3021,0.036,32.603,1507.1,33.15889122
NGC1485,0.4,31.39,1234.2,18.96705921
NGC2726,0.349,33.771,1616.6,56.78060295
NGC3294,0.06,32.393,1561,30.10232221
NGC3338,0.346,31.836,1202.6,23.2916363
NGC3437,0.156,32.406,1203.6,30.28307694
NGC7606,0.279,32.75,2317.4,35.48133892
NGC2623,0.05,34.952,5431.3,97.81377043
NGC7678,0.02,33.26,3676.7,44.87453899
NGC4845,0.348,31.337,1027.1,18.50972643
ESO097-013,0.36,28.12,267.1,4.207266284
NGC1003,0.26,30.196,745.7,10.94460268
NGC3495,0.247,31.307,1008.5,18.25576346
NGC4448,0.348,31.887,682.7,23.84514677
NGC3672,0.235,31.849,1713.8,23.43149507
NGC4378,0.144,33.43,2478.3,48.52885002
NGC5033,0.09,30.84,924.4,14.72312502
NGC4876,0.2,34.758,6714.6,89.45404838
NGC4883,0.2,34.708,8165.2,87.41782564
NGC6951,0.034,31.602,1645,20.9122133
NGC4895,0.2,34.794,8542.6,90.94943386
NGC4840,0.2,35.028,6046.1,101.2977969
NGC4051,0.363,30.247,749.1,11.20469399
NGC3227,0.29,31.54,1051.1,20.32357011
NGC4594,0.06,29.673,967.7,8.602011127
NGC3607,0.17,31.767,862.5,22.563164
NGC3626,0.24,31.487,1398.4,19.8335292
NGC1042,0.36,28.12,1356.1,4.207266284
NGC0524,0.033,32.565,2510.4,32.5836701
NGC0474,0.11,32.2,2416.1,27.54228703
NGC5898,0.26,32.297,2072.6,28.80049817
NGC0855,0.17,29.917,697.3,9.62498364
NGC2634,0.68,32.597,2380.7,33.06739628
NGC7280,0.109,31.66,2048.5,21.47830474
NGC2962,0.037,32.708,1822,34.80166322
NGC2699,0.27,32.127,1659.8,26.63176807
PGC027509,0.055,34.813,6456.7,91.74871703
NGC5350,0.207,32.212,2399.6,27.69491267
IC3105,0.36,30.75,-215.8,14.12537545
NGC4123,0.2,31.516,1231.9,20.10018247
ESO056-115,0.003,18.507,90.2,0.050280548
NGC3079,0.35,31.09,1221.8,16.51961798
IC2559,0.26,32.696,2768.8,34.60987255
NGC2613,0.299,32.141,1466.5,26.80402412
NGC3810,0.253,30.892,911.2,15.07995342
IC5249,0.27,32.596,2268.2,33.05217169
UGC11583,0.176,29.135,342.5,6.714288529
UGC11648,0.54,32.86,3583.5,37.32501578
NGC1160,0.172,31.883,2646.9,23.80126282
NGC0470,0.17,33.44,2447.3,48.75284901
NGC3368,0.019,29.955,792.3,9.794899854
NGC3705,0.158,31.799,926.1,22.89812912
NGC5064,0.273,33.185,2834.7,43.35108784
NGC4414,0.021,31.107,741.1,16.64945416
PGC071159,0.356,32.09,4022.1,26.18183008
UGC12535,0.378,32.573,4353.8,32.70393418
UGC03860,0.07,30.106,346.3,10.50025872
NGC7631,0.349,33.691,3903.6,54.72679311
UGC04426,0.025,29.972,395,9.871883011
NGC3738,0.021,28.62,295.4,5.296634439
UGC09240,0.018,27.251,257.7,2.819681143
ESO305-009,0.287,30.747,847.6,14.10587399
ESO422-005,0.4,32.82,1312.9,36.64375746
ESO418-008,0.288,31.674,1086,21.61722784
ESO502-016,0.4,30.92,1317,15.27566058
ESO358-015,0.4,31.04,1267.1,16.14358557
ESO443-079,0.38,32.12,1983.3,26.54605562
ESO380-025,0.4,31.57,2612,20.60629913
PGC003792,0.091,24.419,-152.6,0.765244118
IC1727,0.03,29.27,457,7.144963261
NGC1084,0.278,30.946,1406.2,15.45966219
NGC4621,0.047,30.843,389.1,14.74347983
UGC07321,0.346,31.838,385,23.31309857
NGC5236,0.024,28.45,377.3,4.897788194
UGC00809,0.346,34.13,4355.5,66.98846094
UGC00841,0.346,33.992,5720.8,62.86370884
NGC0496,0.346,33.626,6151.2,53.11289819
NGC0512,0.357,34.844,5004,93.06791832
UGC01054,0.54,34.27,2806.5,71.44963261
UGC01033,0.356,33.85,4178.7,58.88436554
NGC0688,0.348,33.883,4283.5,59.78606914
UGC01416,0.352,35.397,5605.2,120.0604592
UGC01366,0.359,34.402,5247.4,75.92765726
NGC0668,0.346,33.752,4638.5,56.28594993
UGC02454,0.35,35.015,7643.7,100.6931669
IC0292,0.353,32.833,3164.8,36.86379141
UGC02444,0.352,35.053,6718.5,102.4707701
UGC02617,0.347,33.129,4801.1,42.2474013
UGC04400,0.352,34.477,4294.5,78.59591965
UGC04361,0.346,33.226,3666.2,44.17738449
UGC04424,0.356,34.35,4337.3,74.13102413
UGC03275,0.376,35.673,7895,136.3326888
UGC04299,0.348,33.787,4219.2,57.20052304
NGC5185,0.05,35.26,7366.4,112.7197456
IC4202,0.364,35.444,7134.6,122.6874105
UGC11579,0.355,34.886,6028.7,94.88553267
UGC12701,0.352,35.443,9009.2,122.6309238
UGC12721,0.351,35.089,7786.1,104.1837535
UGC11455,0.349,34.731,5601.7,88.34866674
PGC011350,0.352,34.407,8419.4,76.10268859
PGC090831,0.349,36.593,11197.6,208.257188
PGC072968,0.351,35.409,8081.2,120.7257744
IC2510,0.352,32.463,2583.1,31.0885166
NGC3835,0.355,33.556,2534.9,51.42804319
NGC6155,0.357,31.956,2582.3,24.61500906
NGC2712,0.262,32.455,1829.1,30.97419299
NGC0949,0.183,30.197,732.2,10.94964401
NGC2460,0.35,32.94,1517.9,38.72576449
NGC7328,0.347,33.005,2994.6,39.90249024
NGC4162,0.27,32.06,2547.5,25.82260191
NGC0210,0.262,31.379,1679.8,18.87122097
NGC4409,0.249,30.911,1561,15.21247929
NGC1620,0.356,33.06,3443,40.92606597
NGC2815,0.37,33.094,2334,41.57191207
NGC3054,0.081,32.606,2217.6,33.20473358
NGC4682,0.11,31.72,2210.7,22.08004733
NGC5530,0.255,30.3,1056.7,11.48153621
NGC3717,0.259,31.256,1539.7,17.83199772
NGC6118,0.25,31.597,1621.7,20.86411655
NGC6925,0.317,32.368,2826.9,29.75774377
NGC7083,0.081,32.592,3017.6,32.99134338
NGC7412,0.329,29.503,1692.1,7.954263981
NGC7531,0.07,31.928,1570.9,24.29964898
NGC4469,0.35,31.12,516.9,16.74942876
NGC1596,0.16,30.897,1335.4,15.1147163
NGC2788,0.436,31.229,1421.3,17.61164813
IC5176,0.249,32.121,1645.5,26.55828335
ESO443-042,0.348,32.973,2762,39.31877693
PGC002805,0.346,31.292,1395.8,18.13009167
PGC006228,0.346,31.448,1533.7,19.48049553
NGC0615,0.283,32.224,1899.6,27.84838408
IC0217,0.347,31.585,1885.1,20.74913517
NGC0958,0.066,34.453,5745.6,77.73202828
PGC016118,0.346,33.708,4368.3,55.15691913
UGC03326,0.346,34.604,4251.5,83.32973486
UGC03757,0.353,35.203,5572.4,109.7994084
UGC03283,0.365,34.222,4412,69.88757961
NGC2758,0.4,32.61,1756.6,33.26595533
UGC03675,0.349,33.963,3919.2,62.0297456
UGC03207,0.138,34.2,4494.3,69.18309709
UGC03214,0.351,34.233,4829,70.24250645
PGC027130,0.347,32.395,1911.2,30.13006024
UGC04257,0.348,33.877,4103.1,59.62110214
NGC2998,0.346,33.846,4782.1,58.77599637
NGC4050,0.31,33.13,1610.7,42.26686143
NGC3917,0.249,31.148,1030.9,16.96680232
UGC07844,0.54,31.9,2004,23.98832919
NGC3987,0.026,34.073,4345.9,65.25292741
NGC4428,0.353,32.929,2856.4,38.53008792
NGC4129,0.365,31.322,1045.8,18.38230637
NGC4781,0.268,30.46,1153.6,12.35947433
NGC4995,0.191,32.255,1650.9,28.24879975
NGC4642,0.347,33.105,2558.8,41.78303666
NGC4658,0.313,31.938,2285.6,24.41181106
NGC5088,0.346,31.446,1337,19.46256159
NGC5134,0.4,28.8,1640.7,5.754399373
NGC5728,0.198,32.218,2728.6,27.77154236
NGC5184,0.12,33.81,3920.2,57.80960474
IC1048,0.4,32.09,1590.3,26.18183008
PGC054944,0.361,31.504,2010.3,19.98941111
NGC5861,0.147,31.91,1833.5,24.09905429
UGC11527,0.355,34.306,5636.7,72.64404186
UGC11651,0.38,31.59,1740.4,20.79696687
PGC065506,0.346,34.94,6153,97.27472238
IC5334,0.357,33.294,2320.6,45.58269515
NGC1309,0.033,32.678,2073,34.3241665
NGC1325,0.294,31.723,1507.2,22.11057312
PGC013684,0.54,32.22,1135.3,27.79713268
NGC1422,0.369,30.313,1567.4,11.55047914
NGC1367,0.06,31.888,1366.2,23.8561304
NGC1385,0.364,30.005,1399.9,10.02305238
ESO548-021,0.347,31.765,1600.2,22.54239212
ESO548-032,0.4,32.07,1873.9,25.94179362
ESO482-005,0.54,32.49,1822,31.47748314
ESO549-018,0.346,32.134,1484.9,26.71775727
ESO549-035,0.54,32.95,1721.8,38.9045145
NGC4178,0.2,31.99,307.5,25.00345362
NGC4055,0.029,35.321,7290.8,115.9311116
NGC4180,0.35,32.72,2096,34.9945167
NGC4941,0.37,31.55,1022.1,20.41737945
NGC5832,0.54,29.9,610.9,9.54992586
UGC09858,0.365,32.787,2744.1,36.09109012
UGC11909,0.4,30.73,1332.3,13.99587323
IC1459,0.28,32.307,1798.4,28.93343523
NGC5676,0.252,32.663,2225.2,34.0878806
NGC4105,0.17,32.097,1696.9,26.26636651
IC3370,0.17,32.117,2753.9,26.50940621
NGC3953,0.097,30.479,1119.3,12.46809205
NGC3992,0.29,32.013,1120.1,25.26969499
NGC5921,0.4,30.73,1472.9,13.99587323
NGC5457,0.01,29.26,356.2,7.112135137
NGC5371,0.36,32.49,2659.1,31.47748314
NGC3359,0.26,31.649,1103.9,21.36977748
UGC03974,0.011,29.558,180.1,8.158306174
NGC4237,0.227,31.461,813.5,19.59746963
NGC4212,0.164,31.141,-142.3,16.91219588
NGC5775,0.352,31.277,1684.2,18.005285
NGC4435,0.042,31.092,750.5,16.53484012
IC3583,0.043,29.887,1073.1,9.492923914
NGC3049,0.353,31.263,1363.2,17.88957404
NGC3184,0.054,30.326,596.7,11.61983604
NGC4725,0.026,30.406,1208.6,12.05591008
NGC4236,0.028,28.221,122.6,4.407577932
NGC5398,0.4,29.65,1094.2,8.511380382
ESO356-004,0.013,20.858,-56.2,0.148456768
IC4710,0.06,29.34,629.8,7.379042301
ESO321-010,0.354,32.934,2933.9,38.61890894
ESO435-050,0.346,33.354,2500.3,46.85975353
NGC1886,0.349,32.333,1599.6,29.28195036
ESO240-011,0.374,33.276,2793.7,45.20640796
IC4871,0.367,31.96,1859.4,24.66039337
ESO263-015,0.36,32.45,2300.7,30.90295433
NGC5170,0.364,32.334,1395.2,29.2954383
ESO564-027,0.253,32.758,1971.5,35.61229809
ESO435-014,0.346,32.888,2449.9,37.80941867
NGC1375,0.052,31.49,662.8,19.86094917
NGC1316,0.028,31.554,1669.5,20.45502431
NGC1380,0.03,31.522,1753,20.15579813
NGC3741,0.028,27.545,267.2,3.228494122
IC0335,0.071,31.558,1515.9,20.49273858
NGC0338,0.349,34.461,4930.9,78.01893183
NGC3489,0.15,30.387,606.1,11.95088315
ESO359-002,0.068,31.412,1299,19.16019832
ESO358-059,0.086,31.461,912.9,19.59746963
ESO358-006,0.096,31.554,1152.5,20.45502431
IC0356,0.4,31.67,1039.8,21.57744409
NGC2273,0.39,32.42,1925.3,30.4789499
UGC03205,0.54,33.85,3607.2,58.88436554
UGC03580,0.38,32,1320.2,25.11886432
NGC2654,0.281,32.499,1412.3,31.60821713
NGC5289,0.304,33.227,2598.2,44.19773361
NGC5533,0.352,33.383,3941,47.48976276
UGC06253,0.129,21.833,31.8,0.232594799
NGC3640,0.13,32.137,1199.2,26.75469473
NGC3557,0.22,33.277,2847.8,45.22723108
NGC5044,0.28,32.447,2581.1,30.86028979
NGC0891,0.044,29.967,660.2,9.84917831
NGC2523,0.28,32.84,3603.5,36.98281798
IC3653,0.047,30.925,506.8,15.31087462
IC3468,0.047,30.909,1241.3,15.19847453
IC3461,0.041,31.099,953.3,16.58822815
NGC3226,0.24,31.837,1235.3,23.30236497
NGC3073,0.93,32.617,1215.7,33.37336513
NGC0205,0.015,24.522,-62.1,0.802416776
NGC4352,0.044,31.329,2022.7,18.44165954
NGC4203,0.18,30.877,1080.8,14.97614375
NGC4143,0.102,31.533,997.4,20.25816015
NGC4283,0.19,30.957,986.9,15.5381747
NGC5273,0.124,31.159,1144.5,17.0529689
NGC4474,0.053,30.929,1561.9,15.33910428
NGC4578,0.046,31.039,2214.8,16.13615288
NGC4627,0.141,29.861,564.5,9.379938696
NGC6237,0.346,31.828,1318.2,23.20598462
NGC5574,0.62,31.867,1572.9,23.62653315
NGC5631,0.24,32.197,2086.3,27.50426223
NGC5845,0.099,32.574,1462.2,32.71899836
NGC6339,0.257,31.993,2289.5,25.03802104
NGC5869,0.2,31.98,2085.2,24.88857318
UGC05442,0.012,27.865,87.5,3.741105883
NGC0680,0.2,32.46,2918,31.04559588
NGC0584,0.2,31.497,1884.6,19.92507661
NGC1209,0.23,32.747,2587.7,35.43235349
NGC7332,0.2,31.787,1378.8,22.77193838
NGC2549,0.28,30.487,1139.5,12.51411092
NGC4926,0.2,34.871,7870.5,94.23234526
NGC4860,0.2,35.192,7994.1,109.2446053
IC4045,0.2,34.942,6982.9,97.36435698
IC3947,0.2,35.062,5666.1,102.8963572
NGC3351,0.016,29.985,676.9,9.931160484
NGC0959,0.357,30.066,710.7,10.3086074
NGC0337,0.347,31.305,1701.2,18.23895702
NGC3310,1.88,31.13,1045.4,16.82674061
NGC0536,0.139,33.916,5335.7,60.70158063
IC2166,0.268,32.406,2775.2,30.28307694
UGC03876,0.42,32.132,814.8,26.69316064
NGC3003,0.251,31.409,1448.6,19.13374581
NGC3147,0.018,32.944,2937.3,38.79716573
NGC5377,0.247,32.32,1894.9,29.10717118
NGC5297,0.36,32.31,2491.8,28.97343588
NGC5112,0.29,31.173,1032.6,17.16326863
NGC5376,0.15,33.64,2198.5,53.45643594
NGC5474,0.096,29.182,375.5,6.861198753
NGC5585,0.164,29.645,434,8.49180475
NGC5608,0.4,31.24,764.8,17.70108958
NGC6207,0.268,30.936,1011.5,15.3886315
IC1251,0.349,33.507,1360.6,50.28054773
UGC10791,0.347,32.73,1518.8,35.15604405
IC2058,0.4,31.28,1198.8,18.03017741
ESO445-081,0.346,34.796,4238.2,91.03323997
ESO380-023,0.348,33.657,2567.6,53.87657757
IC4393,0.359,33.108,2643.6,41.84080196
ESO385-008,0.348,33.783,3630.3,57.09525277
NGC1056,0.265,32.469,1632,31.17453613
NGC1530,0.231,31.406,2615.5,19.10732981
NGC0972,0.268,30.834,1614.3,14.68249968
UGC02800,0.4,31.55,1330.1,20.41737945
NGC1169,0.277,32.89,2507.6,37.84425847
UGC02855,0.165,30.665,1351.7,13.58313447
UGC03574,0.4,31.16,1513.2,17.06082389
NGC1058,0.358,30.126,628.6,10.59741642
NGC2543,0.307,32.363,2448.9,29.68930286
NGC2541,0.027,30.35,576.4,11.74897555
NGC3027,0.26,31.164,1176.2,17.09228005
NGC3319,0.037,30.518,747.2,12.69404402
UGC12212,0.4,31.93,1096.5,24.32204009
UGC10445,0.4,31.23,1100.4,17.61976046
NGC6236,0.284,31.791,1465.8,22.8139245
NGC7479,0.4,32.4,2546,30.1995172
NGC3311,0.2,33.23,3629.9,44.25883724
NGC1399,0.057,31.564,1302.1,20.54944041
NGC4884,0.2,35.056,6460.4,102.6124365
NGC4839,0.2,35.208,7349.8,110.0525221
NGC4946,0.17,33.367,2941.8,47.14113124
NGC0925,0.019,29.818,664.5,9.196021967
NGC2841,0.027,31.07,671.6,16.36816521
NGC3031,0.014,27.782,69,3.600808292
NGC3198,0.024,30.727,682.5,13.97655056
NGC2903,0.11,29.846,475.3,9.315367652
NGC2976,0.014,27.768,107,3.577667699
NGC2403,0.009,27.529,237,3.204793123
NGC3627,0.04,30.295,634.9,11.45512941
NGC4736,0.032,28.21,366,4.385306978
NGC5055,0.015,29.78,574.3,9.036494737
NGC3621,0.02,29.13,530.4,6.698846094
NGC4826,0.021,28.221,399.5,4.407577932
NGC6946,0.048,29.137,272.4,6.720475466
NGC7331,0.027,30.812,1029.1,14.53449678
NGC7793,0.047,27.861,226.4,3.734220854
NGC4789A,0.027,28.031,382.6,4.038313213
UGC03698,0.139,30.292,443.9,11.4393145
NGC2337,0.107,30.266,457.1,11.30316325
UGC03371,0.4,31.7,953.4,21.87761624
UGC03817,0.2,29.66,458,8.550667129
NGC1156,0.203,29.465,443.8,7.816278046
UGC03137,0.267,31.729,1142.4,22.17175138
IC2233,0.2,30.13,574,10.61695557
NGC2537,0.2,29.19,468.9,6.886522963
NGC2552,0.349,29.969,538.9,9.858253917
UGC04499,0.54,30.11,725.9,10.51961874
UGC05918,0.2,29.346,438.8,7.399459543
UGC05272,0.2,29.26,480.3,7.112135137
NGC3274,0.2,29.08,486,6.546361741
UGC06446,0.36,31.28,715.8,18.03017741
NGC4144,0.026,29.191,319.2,6.889695055
UGC06817,0.03,27.119,269,2.653383352
UGC07125,0.4,32.66,1089.9,34.04081897
NGC4242,0.26,28.714,570,5.530953407
NGC4190,0.043,27.26,179.3,2.831391996
UGC07408,0.017,29.311,514.9,7.281150367
UGC07559,0.048,28.482,246.2,4.970499106
NGC4455,0.36,30.11,623.7,10.51961874
NGC4395,0.008,28.39,333.9,4.764309868
UGC07577,0.023,27.076,249.8,2.601357257
NGC4707,0.1,29.07,550.6,6.516283941
NGC5204,0.1,28.303,318.3,4.577201167
IC3687,0.052,28.301,394.2,4.57298735
UGC08201,0.015,28.419,163.4,4.828363965
UGC08331,0.031,28.217,347.8,4.399466347
IC4182,0.021,28.203,361.7,4.371193179
UGC09992,0.1,30.26,598.4,11.27197456
NGC5229,0.54,30.14,482.9,10.66596121
UGC08837,0.011,29.3,257.6,7.244359601
UGC11861,0.4,30.79,1687.2,14.38798578
UGC07436,0.052,30.96,927.5,15.55965632
NGC4288,0.4,32.08,588,26.0615355
IC3381,0.047,31.086,602.4,16.48921573
IC3328,0.052,31.11,937.4,16.67247213
IC3735,0.052,31.141,1778.7,16.91219588
IC3779,0.058,30.97,1120.5,15.63147643
IC3383,0.066,31.022,1754.4,16.01031955
NGC4431,0.45,30.45,875,12.30268771
NGC4482,0.046,31.269,1766.8,17.93907312
NGC0628,0.023,30.03,755.8,10.13911386
NGC7610,0.346,33.2,3708.9,43.65158322
NGC4476,0.051,31.204,1905.1,17.41004926
NGC7741,0.237,30.694,931.4,13.76575387
NGC4258,0.011,29.406,514,7.606765008
NGC5846,0.2,31.957,1761.3,24.6263473
NGC4564,0.05,30.97,1079.1,15.63147643
NGC4374,0.036,31.546,944.8,20.37980386
NGC3608,0.14,31.777,1143.7,22.66731083
NGC3379,0.011,30.27,822.1,11.32400363
NGC1023,0.14,29.903,761.4,9.563128688
NGC1340,0.052,31.568,1078.5,20.58732877
NGC4697,0.078,30.437,1141.6,12.22925498
NGC5128,0.025,27.828,390.8,3.677900704
NGC4494,0.137,31.114,1312.3,16.70321226
NGC1400,0.093,32.08,506.5,26.0615355
NGC1407,0.26,32.277,1707.9,28.53645362
NGC1512,0.274,30.404,746.2,12.04481129
NGC0224,0.021,24.462,-112.3,0.780548691
NGC0821,0.119,31.841,1817.5,23.34532907
NGC4298,0.126,31.106,1077.9,16.64178857
NGC4568,0.11,31.39,2182.7,18.96705921
NGC3245,0.2,31.577,1313.7,20.67283318
NGC7457,0.135,30.767,1014.4,14.23639404
NGC2787,0.36,29.347,802.6,7.402867905
NGC7619,0.31,33.597,3912.2,52.40829126
PGC009354,0.348,31.347,2081.9,18.59516344
PGC011744,0.54,29.98,1520.3,9.908319449
UGC05423,0.022,29.741,465.3,8.875646566
UGC05139,0.017,28.021,253.6,4.01975885
NGC2915,0.022,28.159,262,4.283512119
IC2574,0.015,28.008,153.4,3.995765566
UGC04305,0.013,27.703,269.5,3.472162162
NGC1381,0.076,31.675,1604.8,21.62718524
UGC04459,0.013,27.791,118.6,3.615763364
NGC0404,0.015,27.37,105,2.978516429
NGC4570,0.055,31.135,1679.2,16.86553025
NGC5746,0.377,32.16,1710.2,27.03958364
NGC0300,0.016,26.534,121.3,2.026749152
NGC7507,0.17,31.967,1637.7,24.74001736
NGC4636,0.103,30.738,848.1,14.04753103
NGC4486,0.065,31.124,1230.2,16.78031078
NGC0598,0.026,24.714,-47.7,0.87659704
NGC0864,0.4,30.85,1605.4,14.79108388
PGC000143,0.027,24.938,-53.9,0.971851703
UGC01281,0.011,28.61,272.9,5.272298614
NGC3034,0.014,27.792,340.4,3.617428868
NGC4565,0.014,30.408,1221.7,12.0670191
NGC0221,0.008,24.499,-22.5,0.793962517
NGC2768,0.24,31.727,1469.2,22.15133984
ESO379-006,0.346,32.898,2753.5,37.98393902
UGC04614,0.02,35.33,7534.8,116.4126029
NGC0055,0.012,26.624,98.3,2.112515966
UGC01862,0.4,31.74,1400.1,22.28435149
