Objectname,distance_modulus,v_gsr,distance_mpc
UGC10791,32.73,1518.8,35.15604405
IC2058,31.28,1198.8,18.03017741
ESO445-081,34.796,4238.2,91.03323997
ESO380-023,33.657,2567.6,53.87657757
IC4393,33.108,2643.6,41.84080196
ESO385-008,33.783,3630.3,57.09525277
NGC1056,32.469,1632,31.17453613
NGC1530,31.406,2615.5,19.10732981
NGC0972,30.834,1614.3,14.68249968
UGC02800,31.55,1330.1,20.41737945
NGC1169,32.89,2507.6,37.84425847
UGC02855,30.665,1351.7,13.58313447
UGC03574,31.16,1513.2,17.06082389
NGC1058,30.126,628.6,10.59741642
NGC2543,32.363,2448.9,29.68930286
NGC2541,30.35,576.4,11.74897555
NGC3027,31.164,1176.2,17.09228005
NGC3319,30.518,747.2,12.69404402
UGC12212,31.93,1096.5,24.32204009
UGC10445,31.23,1100.4,17.61976046
NGC6236,31.791,1465.8,22.8139245
NGC7479,32.4,2546,30.1995172
NGC3311,33.23,3629.9,44.25883724
NGC1399,31.564,1302.1,20.54944041
NGC4884,35.056,6460.4,102.6124365
NGC4839,35.208,7349.8,110.0525221
NGC4946,33.367,2941.8,47.14113124
NGC0925,29.818,664.5,9.196021967
NGC2841,31.07,671.6,16.36816521
NGC3031,27.782,69,3.600808292
NGC3198,30.727,682.5,13.97655056
NGC2903,29.846,475.3,9.315367652
NGC2976,27.768,107,3.577667699
NGC2403,27.529,237,3.204793123
NGC3627,30.295,634.9,11.45512941
NGC4736,28.21,366,4.385306978
NGC5055,29.78,574.3,9.036494737
NGC3621,29.13,530.4,6.698846094
NGC4826,28.221,399.5,4.407577932
NGC6946,29.137,272.4,6.720475466
NGC7331,30.812,1029.1,14.53449678
NGC7793,27.861,226.4,3.734220854
NGC4789A,28.031,382.6,4.038313213
UGC03698,30.292,443.9,11.4393145
NGC2337,30.266,457.1,11.30316325
UGC03371,31.7,953.4,21.87761624
UGC03817,29.66,458,8.550667129
NGC1156,29.465,443.8,7.816278046
UGC03137,31.729,1142.4,22.17175138
IC2233,30.13,574,10.61695557
NGC2537,29.19,468.9,6.886522963
NGC2552,29.969,538.9,9.858253917
UGC04499,30.11,725.9,10.51961874
UGC05918,29.346,438.8,7.399459543
UGC05272,29.26,480.3,7.112135137
NGC3274,29.08,486,6.546361741
UGC06446,31.28,715.8,18.03017741
NGC4144,29.191,319.2,6.889695055
UGC06817,27.119,269,2.653383352
UGC07125,32.66,1089.9,34.04081897
NGC4242,28.714,570,5.530953407
NGC4190,27.26,179.3,2.831391996
UGC07408,29.311,514.9,7.281150367
UGC07559,28.482,246.2,4.970499106
NGC4455,30.11,623.7,10.51961874
NGC4395,28.39,333.9,4.764309868
UGC07577,27.076,249.8,2.601357257
NGC4707,29.07,550.6,6.516283941
NGC5204,28.303,318.3,4.577201167
IC3687,28.301,394.2,4.57298735
UGC08201,28.419,163.4,4.828363965
UGC08331,28.217,347.8,4.399466347
IC4182,28.203,361.7,4.371193179
UGC09992,30.26,598.4,11.27197456
NGC5229,30.14,482.9,10.66596121
UGC08837,29.3,257.6,7.244359601
UGC11861,30.79,1687.2,14.38798578
UGC07436,30.96,927.5,15.55965632
NGC4288,32.08,588,26.0615355
IC3381,31.086,602.4,16.48921573
IC3328,31.11,937.4,16.67247213
IC3735,31.141,1778.7,16.91219588
IC3779,30.97,1120.5,15.63147643
IC3383,31.022,1754.4,16.01031955
NGC4431,30.45,875,12.30268771
NGC4482,31.269,1766.8,17.93907312
NGC0628,30.03,755.8,10.13911386
NGC7610,33.2,3708.9,43.65158322
NGC4476,31.204,1905.1,17.41004926
NGC7741,30.694,931.4,13.76575387
NGC4258,29.406,514,7.606765008
NGC5846,31.957,1761.3,24.6263473
NGC4564,30.97,1079.1,15.63147643
NGC4374,31.546,944.8,20.37980386
NGC3608,31.777,1143.7,22.66731083
NGC3379,30.27,822.1,11.32400363
NGC1023,29.903,761.4,9.563128688
NGC1340,31.568,1078.5,20.58732877
NGC4697,30.437,1141.6,12.22925498
NGC5128,27.828,390.8,3.677900704
NGC4494,31.114,1312.3,16.70321226
NGC1400,32.08,506.5,26.0615355
NGC1407,32.277,1707.9,28.53645362
NGC1512,30.404,746.2,12.04481129
NGC0224,24.462,-112.3,0.780548691
NGC0821,31.841,1817.5,23.34532907
NGC4298,31.106,1077.9,16.64178857
NGC4568,31.39,2182.7,18.96705921
NGC3245,31.577,1313.7,20.67283318
NGC7457,30.767,1014.4,14.23639404
NGC2787,29.347,802.6,7.402867905
NGC7619,33.597,3912.2,52.40829126
PGC009354,31.347,2081.9,18.59516344
PGC011744,29.98,1520.3,9.908319449
UGC05423,29.741,465.3,8.875646566
UGC05139,28.021,253.6,4.01975885
NGC2915,28.159,262,4.283512119
IC2574,28.008,153.4,3.995765566
UGC04305,27.703,269.5,3.472162162
NGC1381,31.675,1604.8,21.62718524
UGC04459,27.791,118.6,3.615763364
NGC0404,27.37,105,2.978516429
NGC4570,31.135,1679.2,16.86553025
NGC5746,32.16,1710.2,27.03958364
NGC0300,26.534,121.3,2.026749152
NGC7507,31.967,1637.7,24.74001736
NGC4636,30.738,848.1,14.04753103
NGC4486,31.124,1230.2,16.78031078
NGC0598,24.714,-47.7,0.87659704
NGC0864,30.85,1605.4,14.79108388
PGC000143,24.938,-53.9,0.971851703
UGC01281,28.61,272.9,5.272298614
NGC3034,27.792,340.4,3.617428868
NGC4565,30.408,1221.7,12.0670191
NGC0221,24.499,-22.5,0.793962517
NGC2768,31.727,1469.2,22.15133984
ESO379-006,32.898,2753.5,37.98393902
UGC04614,35.33,7534.8,116.4126029
NGC0055,26.624,98.3,2.112515966
UGC01862,31.74,1400.1,22.28435149
UGC01087,34.193,4582,68.96043622
NGC2441,32.944,3585.5,38.79716573
NGC3982,31.849,1190.7,23.43149507
NGC4473,30.901,2302.8,15.1425843
UGC02082,30.816,792.9,14.56129499
NGC5023,29.092,477.8,6.582638416
PGC016957,27.68,223.1,3.435579479
NGC3377,30.092,589.9,10.43277881
NGC5194,29.667,548.4,8.578275699
NGC1569,27.531,33.8,3.207746206
UGC04483,27.727,264.7,3.510750772
NGC1705,28.79,444.9,5.72796031
NGC2366,27.58,209.1,3.280952931
UGC06456,28.32,38.6,4.613175746
NGC4163,27.378,183.2,2.989509928
UGC06541,28.128,302.8,4.222795013
PGC042134,28.94,492.6,6.137620052
NGC0625,28.012,316.5,4.003132822
UGC09128,26.796,195.7,2.286651603
NGC4068,28.209,281.9,4.383287934
NGC4214,27.37,313.2,2.978516429
PGC040665,28.785,346.2,5.714786367
NGC5253,27.679,274.5,3.4339977
UGCA166,31.325,800.6,18.40772001
NGC4449,28.15,256.3,4.265795188
NGC6789,27.752,49.9,3.55140335
NGC1068,30.02,1149.9,10.09252886
NGC4125,31.867,1501.5,23.62653315
HIJ102145.0+180501,26.078,179.3,1.642857898
NGC0708,33.463,4974.3,49.27197832
UGC08320,28.13,269.4,4.226686143
NGC5813,32.517,1964.8,31.87131627
NGC4151,27.95,1018.9,3.89045145
NGC3521,30.466,670.1,12.39367205
UGC03966,30.094,359.8,10.44239219
NGC2347,34.729,4519,88.26733207
NGC4064,29.586,884.8,8.264184417
NGC3223,32.7,2677,34.67368505
NGC4293,30.53,860.7,12.76438809
NGC4351,30.48,2248.3,12.47383514
NGC4457,30.15,802.8,10.71519305
NGC4569,30.37,-267.2,11.85768748
NGC4450,31.076,1915.6,16.41345467
NGC4580,31.394,964.7,19.00203003
NGC4606,30.49,1596.5,12.53141175
UGC00312,33.727,4477,55.64164999
NGC5529,33.24,2955.7,44.46312675
ESO324-024,27.89,356.6,3.784425847
NGC5907,31.182,818.4,17.23455205
NGC0444,33.463,4982,49.27197832
NGC0253,27.839,243.8,3.696579068
IC2531,32.757,2258.9,35.5959018
NGC3145,33.47,3471.6,49.4310687
NGC1808,30.45,826.7,12.30268771
NGC1332,31.777,1444.5,22.66731083
NGC4305,33.1,1865.3,41.68693835
NGC3457,31.557,1082.4,20.4833035
UGC00139,33.453,4051.1,49.04559414
NGC0632,32.885,3230.1,37.75721909
UGC01459,34.169,5601.5,68.20245379
PGC007957,34.584,4542.4,82.56576326
NGC0931,32.809,5095.2,36.45860102
UGC02798,34.021,5033.2,63.70888436
UGC02920,34.155,4218.8,67.76415076
IC2199,33.867,4633.7,59.34716806
NGC2512,33.885,4634.3,59.84115951
UGC04132,34.574,5161.7,82.18640804
NGC2550,32.104,2392.3,26.3511759
NGC2595,34.349,4245.2,74.09689339
UGC05451,30.02,656.3,10.09252886
UGC05646,31.89,1274.8,23.87811283
NGC3488,32.894,3069.7,37.91403442
NGC3655,31.82,1430.3,23.1206479
UGC06402,32.55,2488.8,32.35936569
NGC3839,33.803,5833.9,57.62354864
PGC037779,30.727,1385,13.97655056
NGC3947,34.599,6161,83.13808179
NGC4145,30.44,1042.4,12.24616199
UGC08229,34.54,6013,80.90958992
NGC5430,33.075,3122.6,41.20975191
NGC5604,33.275,2719.2,45.18559444
NGC5678,32.217,2036.6,27.75875604
NGC5714,32.894,2355.5,37.91403442
NGC5949,30.579,593.7,13.05569513
NGC5937,32.856,2824.2,37.25632385
IC1129,33.56,6712.2,51.52286446
NGC5981,33.571,2691.6,51.78452536
NGC6015,31.147,1001.5,16.95899062
NGC6434,33.066,2681.7,41.03930525
UGC11426,33.3,4625.6,45.70881896
NGC7003,33.988,5505.4,62.7480162
NGC7177,31.512,1343.5,20.06319065
NGC7448,33.119,2367.4,42.05329212
NGC0911,34.709,5895.9,87.45809231
NGC1762,35.051,4675.5,102.3764345
NGC2389,33.93,3920.5,61.09420249
NGC2393,34.004,4861.1,63.2120682
UGC04024,32.502,1799.4,31.65191567
UGC04444,31.48,1988.8,19.7696964
UGC04399,33.818,4404.9,58.022976
UGC04640,33.545,3146,51.16818355
NGC2683,29.861,385.3,9.379938696
IC2763,31.1,1488.9,16.59586907
UGC06390,32.203,1109.7,27.58036441
UGC06667,31.358,1040,18.68959972
UGC06686,34.43,6476.2,76.91304403
UGC07153,33.444,2713.8,48.84273784
NGC4641,29.537,1969.7,8.079788637
UGC08067,33.11,2668.9,41.87935651
UGC09071,32.445,1945.6,30.8318795
NGC5727,33.17,1585.8,43.05266105
IC1265,32.998,2357,39.77406691
NGC7047,34.796,5939.8,91.03323997
NGC4779,32.95,2795.7,38.9045145
NGC0048,33.84,1971.7,58.61381645
UGC00646,34.14,5439.4,67.29766563
UGC00673,34.976,6399.7,98.9008445
NGC0710,32.76,6240.7,35.64511334
NGC1024,33.26,3580.4,44.87453899
UGC02443,32.571,2509.8,32.67382661
NGC1233,34.036,4489,64.15049325
UGC02655,33.536,6296.8,50.95654806
UGC02730,34.37,3863.3,74.81695005
UGC03048,32.98,3189.3,39.44573021
UGC03218,34.351,5339.7,74.16517059
UGC03273,30.96,700.1,15.55965632
UGC03432,33.897,5076,60.1727694
NGC2146,32.13,1040.6,26.66858665
UGC03611,34.458,4924.9,77.91121911
UGC03634,35.153,7800.1,107.3000687
UGC03691,32.344,2112.8,29.4306599
NGC2339,32.428,2178.3,30.59144559
NGC2365,32.98,2208.1,39.44573021
UGC03937,33.205,3975.3,43.75221052
IC0480,33.483,4561.4,49.72788632
IC2267,33.11,2009.6,41.87935651
NGC2565,33.777,3502.8,56.93771051
UGC04322,35.17,7446.8,108.1433951
UGC04393,30.434,2145.7,12.2123713
UGC04524,32.617,1801.8,33.37336513
IC0499,33.62,2110.1,52.96634439
IC2389,31.774,2501.6,22.6360164
UGC04628,31.34,808.1,18.53531623
UGC04623,33.217,3015.9,43.99466347
NGC2710,33.098,2628.3,41.64856093
NGC2708,33.24,1832,44.46312675
UGC04841,32.67,1250.4,34.19794425
UGC04845,32.821,1992.4,36.66063642
UGC04998,30.11,734.3,10.51961874
UGC05245,32.057,1259.2,25.7869513
UGC05228,32.06,1624.5,25.82260191
UGC05373,25.788,167.9,1.437474006
NGC3153,33.33,2704.9,46.34469197
UGC05692,28,171,3.981071706
UGC05708,31.814,1047.4,23.05685137
NGC3329,33.211,2028.5,43.87326951
NGC3440,33.003,1992.2,39.8657556
UGC06355,32.579,2169.7,32.79442344
UGC06526,30.95,1853.9,15.48816619
NGC3813,31.665,1474.2,21.52781735
NGC3879,32.25,1552,28.18382931
NGC3888,33.01,2473.2,39.99447498
UGC06931,31.2,1288.5,17.37800829
PGC037463,34.901,6296.2,95.54324776
NGC4034,33.124,2491.5,42.15023497
UGC07086,32.315,2155.1,29.04022654
NGC4127,32.444,1958.2,30.81768417
NGC4120,32.32,2371.3,29.10717118
NGC4142,32.049,1235.3,25.69212344
NGC4215,31.78,1989.6,22.69864852
PGC039018,31.897,-208.1,23.95521097
IC3065,31.052,941.2,16.23304528
NGC4252,31.688,791.4,21.75704951
NGC4238,32.865,2868.5,37.41105883
NGC4281,31.94,2646.9,24.43430553
NGC4486A,31.29,703.7,18.11340093
IC3391,31.82,1673.4,23.1206479
IC3520,31.719,757.9,22.06988143
UGC07767,32.197,1288.1,27.50426223
IC0798,31,386.6,15.84893192
NGC4559,29.271,815.5,7.148254396
NGC4605,28.719,256.1,5.543703572
NGC4651,31.826,767,23.18462095
NGC4612,31.071,1812.8,16.37570477
UGC07848,33.673,2613.3,54.27502098
UGC07857,28.997,66.5,6.300862466
IC3690,35.35,7539.7,117.4897555
NGC4733,30.818,881.9,14.57471261
UGC08120,31.95,1808.7,24.54708916
IC3960,35.075,6587,103.5142167
NGC4961,32.841,2548.3,36.99985312
UGC08245,28.37,129.1,4.720630413
PGC046239,35.826,8972,146.2850687
NGC5218,33.45,2988.1,48.97788194
UGC08726,32.391,2409.1,30.07460971
UGC08756,32.42,1411,30.4789499
NGC5477,29.154,435.2,6.77329514
NGC5470,31.54,1005.5,20.32357011
UGC09057,32.373,1544.7,29.82634246
NGC5611,31.987,2030.6,24.96893392
UGC09206,31.01,2309,15.92208727
IC4423,35.971,9130.2,156.3867665
NGC5665,31.205,2241.7,17.41806873
NGC5687,32.207,2245.2,27.63121614
NGC5792,32.066,1922.7,25.89405106
PGC053750,35.066,6362.3,103.086074
NGC5839,31.747,1241.1,22.35630367
NGC5874,33.33,3277.4,46.34469197
UGC09760,32.252,2038.2,28.20979954
NGC5913,32.755,2016,35.56313186
NGC5985,33.73,2682.5,55.71857489
NGC5975,33.77,4479.9,56.75446054
UGC10030,35.46,8956,123.5947433
UGC10043,33.23,2254.3,44.25883724
UGC10041,32.597,2220.7,33.06739628
PGC056437,34.24,4830.3,70.4693069
NGC6017,32.347,1854.9,29.47134796
IC1158,32.125,1975.4,26.6072506
NGC6038,35.718,9510.9,139.1874249
NGC6070,32.088,2054.6,26.15772683
UGC10413,33.421,3109.2,48.32813101
UGC10713,32.568,1260.8,32.62871721
UGC10721,33.29,3070.4,45.49880602
UGC10738,35.179,6820.7,108.5925421
PGC059955,35.535,9327.3,127.9381304
NGC6395,31.521,1356.5,20.14651818
NGC6368,32.611,2893.2,33.2812784
NGC6503,28.988,237.7,6.27480162
NGC6460,33.248,3505.5,44.62723708
UGC11001,33.78,4363.2,57.01642723
UGC11003,33.15,4212.4,42.65795188
UGC11093,31.682,2096.3,21.69701554
UGC11097,34.473,4771.1,78.45127388
UGC11198,34.026,4689.3,63.85574851
PGC061808,35.37,8275.2,118.5768748
NGC6651,34.17,5961.6,68.23386941
NGC6667,33.208,2791.4,43.8126982
NGC6764,31.902,2633.8,24.01043344
NGC6792,34.484,4863.1,78.84969177
UGC11435,32.837,3968.9,36.9317596
UGC11466,31.052,1046.5,16.23304528
UGC11477,32.87,3939.9,37.49730022
UGC11492,33.058,3791.4,40.88838903
UGC11498,33.95,3429.5,61.65950019
NGC6869,32.507,2951.5,31.72488087
PGC064024,35.231,7300.5,111.2243817
NGC6916,33.306,3326.9,45.83529174
UGC11551,33.704,5048.9,55.05540985
NGC6928,33.976,4895,62.40221421
NGC6930,34.131,4762.7,67.01931737
UGC11568,33.71,4412.3,55.20774393
UGC11738,34.24,4424,70.4693069
NGC7046,33.7,4326.4,54.95408739
IC5119,34.819,5509,92.00257866
UGC12173,33.755,4991.1,56.36376558
NGC7780,34.414,5359.5,76.34841052
PGC072784,35.596,8143.8,131.5830655
NGC7040,33.05,6294.2,40.73802778
NGC7014,33.571,4743.4,51.78452536
NGC1380A,31.479,1487.3,19.76059422
NGC1374,31.44,1172.8,19.40885878
UGC04324,33.805,4731.7,57.67664634
PGC072438,35.301,9477.7,114.8682488
NGC1373,31.397,1213,19.02830044
PGC013230,31.358,1083.4,18.68959972
NGC5246,35.168,6885.1,108.0438372
UGC01257,34.621,4798.8,83.98466612
NGC5362,32.077,2176.6,26.02555502
NGC0914,34.34,5664.1,73.79042301
NGC3370,32.371,1200.2,29.79888403
NGC7454,31.867,2184.2,23.62653315
ESO358-063,31.134,1803.3,16.85776518
VV169,35.34,9131.3,116.9499391
UGC04008,35.52,9234.5,127.0574105
PGC2802596,24.49,-180.3,0.790678628
PGC2802573,24.8,-439.1,0.912010839
UGC09425,36.144,10485.8,169.3557709
NGC7253,34.215,4930.1,69.66265141
[KKH2007]J1228+4358,27.97,278.3,3.926449354
NGC2590,34.033,4840.1,64.06192726
NGC3412,30.247,749.9,11.20469399
PGC044055,28.42,402,4.83058802
NGC0936,31.359,1447.5,18.69820858
NGC3115,29.923,478.1,9.651615229
NGC3384,29.87,466.7,9.418895965
NGC3585,31.487,1178.9,19.8335292
NGC3818,32.777,1560.6,35.92526662
NGC3998,30.727,1123.6,13.97655056
NGC4026,30.647,1035.6,13.47100508
NGC4111,30.857,824,14.83884164
NGC4251,31.437,1063.2,19.38206296
NGC4382,31.242,682.2,17.7174004
NGC4350,30.86,1204.3,14.85935642
NGC4429,30.57,933.6,13.00169578
NGC4461,30.4,1874,12.02264435
NGC4638,31.179,1113.6,17.21075808
NGC4754,31.023,1272.5,16.01769427
NGC4762,30.17,929,10.81433951
NGC4874,34.952,7182,97.81377043
NGC5490,34.437,4877.6,77.16138245
NGC5866,30.795,820.9,14.42115352
NGC6703,32.107,2512.4,26.38760655
UGC04115,29.475,243.7,7.852356346
NGC5073,32.419,2639.6,30.46491705
NGC1110,31.634,1305.2,21.22266897
NGC1359,32.95,1889.3,38.9045145
ESO548-082,33.04,1641.1,40.55085354
PGC007324,32.335,1859.3,29.30893245
ESO504-025,31.91,1459.2,24.09905429
NGC4592,30.33,978.3,11.64126029
ESO319-011,33.354,2897.7,46.85975353
ESO404-027,32.697,2582.1,34.62581465
NGC7368,32.448,2352,30.87450476
ESO362-011,31.047,1169.2,16.19571031
NGC4346,30.757,835.7,14.17098375
PGC003062,32.41,1478.4,30.33891184
PGC003855,32.56,2472.8,32.50872974
PGC003853,30.305,1148.1,11.50800389
PGC006190,32.475,2156.2,31.26079367
UGC03122,34.15,4639.2,67.60829754
UGC03161,36.47,8710.6,196.788629
UGC03296,34.13,4188.8,66.98846094
PGC036330,34.429,7755.9,76.87763242
IC0779,30.96,220.3,15.55965632
PGC044736,35.493,6915.3,125.487365
PGC075289,35.461,8128.2,123.6516739
PGC083702,35.082,6960.1,103.8484455
PGC090023,33.93,4216.1,61.09420249
PGC090726,35.46,8412.1,123.5947433
PGC090737,34.8,4271.7,91.20108394
PGC3109704,39.83,43318.5,924.6981739
RETICULUM3,19.81,,0.091622049
TUCANA4,18.41,,0.048083935
[RGK2003]J010705.94-000753.8,40.11,78915.7,1051.961874
[RGK2003]J013359.45+000415.2,40.06,80998.5,1028.016298
[RGK2003]J013549.55+000838.3,39.66,61810.6,855.0667129
GRUS2,18.62,,0.052966344
TUCANA5,18.71,,0.055207744
CETUS2,17.38,,0.029922646
COLUMBA1,21.308,,0.182641725
INDUS2,21.65,,0.213796209
TUCANA3,17.01,-195.2,0.025234808
LAEVENS2,17.341,-257.5,0.029390028
PGC2543081,29.794,500.1,9.094943386
LVJ1157+5636,29.76,,8.953647655
ESO488-049,32.56,1622.2,32.50872974
ESO555-029,33.465,2725.2,49.3173804
ESO489-006,31.934,2049.1,24.36688423
IC2511,32.887,2679.7,37.7920108
ESO566-014,33.706,4476.7,55.10614111
ESO374-003,32.426,2709.6,30.5632828
NGC3045,32.466,2056.3,31.13149665
ESO490-010,31.64,1633.3,21.28139046
ESO437-025,34.3,3195,72.44359601
ESO437-030,33.216,3551.9,43.97440784
ESO501-068,33.902,2877.6,60.31148196
ESO437-031,33.815,3676.3,57.94286964
ESO437-054,33.71,3260.9,55.20774393
ESO501-086,33.844,3530.8,58.7218866
ESO378-003,32.808,2820.4,36.44181508
ESO378-011,33.53,3030,50.81594426
ESO541-004,32.216,2016.7,27.7459756
ESO302-009,31.46,855.1,19.58844674
ESO532-014,31.842,1786.7,23.35608247
NGC1832,32,1806.7,25.11886432
NGC1337,30.557,1191.9,12.92409078
ESO121-006,31.336,1003.8,18.50120435
NGC1892,30.823,1163.4,14.6083108
NGC2090,30.329,737.3,11.63590053
ESO121-026,32.755,2056.4,35.56313186
NGC7184,32.622,2700,33.45029868
ESO595-010,32.318,2318.9,29.08037483
PGC013716,32.33,1507.9,29.24152378
NGC1406,31.27,960.9,17.94733627
PGC013646,32.725,2093.3,35.0751874
ESO490-014,32.578,2520.6,32.77932453
ESO437-035,32.661,3186.6,34.05649896
ESO501-075,33.302,5028,45.75093773
NGC1421,31.514,2016,20.08167804
NGC1425,31.672,1398,21.59732681
IC4830,33.803,4380.8,57.62354864
NGC3715,32.717,1961,34.94620337
NGC3463,34.135,3763.4,67.14288529
IC4951,30.27,733.4,11.32400363
ESO443-080,33.23,1975.6,44.25883724
NGC2280,31.953,1716.1,24.58102565
NGC2417,32.59,2982.7,32.96097122
NGC2124,33.284,2797.3,45.37326169
ESO440-027,31.408,1526.2,19.12493642
IC0407,33.212,2689.6,43.89347855
NGC1515,31.131,1006.7,16.8344914
NGC1511,30.78,1158,14.32187899
IC2143,32.882,2891.8,37.70509158
ESO593-003,35.131,8293.3,106.2184599
ESO554-028,32.55,1908,32.35936569
NGC1532,31.353,1063.6,18.64661483
NGC1964,31.709,1504.3,21.96847954
NGC6754,32.9,3197.9,38.01893963
ESO459-006,34.468,5775.6,78.27084096
NGC6861F,31.83,3170.5,23.22736796
ESO340-008,32.92,2839.1,38.37072455
NGC2104,31.08,962.3,16.44371723
IC4964,32.97,3046,39.26449354
IC2150,33.14,2924.7,42.46195639
ESO281-038,33.783,4938.8,57.09525277
ESO287-013,32.47,2677.3,31.18889584
NGC6875A,32.32,3156.3,29.10717118
ESO403-031,32.589,2551.4,32.94579562
NGC7126,32.78,2969.6,35.97493352
NGC7151,31.8,1827.7,22.90867653
ESO601-007,31.782,1866.4,22.71956438
ESO146-014,31.477,1608.3,19.74240241
ESO237-049,32.76,2884.4,35.64511334
IC5179,33.349,3427,46.75197909
ESO407-009,32.19,1568.2,27.41574172
NGC7661,32.56,1927.7,32.50872974
ESO381-051,33.937,4845.5,61.29146471
ESO446-053,31.17,1287.3,17.13957308
NGC7456,30.826,1193.1,14.62850687
NGC7314,30.988,1478.6,15.76158905
ESO285-048,32.25,2699.3,28.18382931
IC5026,32.63,2614.2,33.57376142
IC5071,32.45,3007.1,30.90295433
NGC6962,33.65,4358.3,53.70317964
NGC1448,31.402,1023.1,19.07216521
NGC1433,29.6,927.8,8.317637711
ESO575-053,32.462,2411.4,31.0742031
ESO576-050,31.002,1858.6,15.86353605
NGC4628,33.16,2709,42.85485204
ESO373-008,29.93,702.7,9.682778563
NGC1494,30.466,970.7,12.39367205
NGC4660,30.855,1045.5,14.82518085
