Objectname,distance_modulus,v_gsr,distance_mpc
PGC3116657,37.25,25977,281.8382931
PGC3116670,37.59,22950.3,329.6097122
UGC00866,31.863,1803.2,23.58305153
NGC0497,35.255,8193.1,112.4604974
PGC1183727,37.57,28268.3,326.5878322
NGC2410,33.97,4648.6,62.23002852
PGC090796,35.65,8527.9,134.8962883
PGC090801,33.97,3863.3,62.23002852
PGC090803,34.521,5284.5,80.20473348
PGC090806,35.15,6031.2,107.1519305
PGC023374,34.887,4144.3,94.92923914
UGC04386,34.198,4550.4,69.11940644
IC2348,35.183,5889.4,108.7927613
PGC024286,35.524,8118,127.2916746
PGC025005,35.275,7484,113.5010816
UGC04753,32.28,1851.5,28.57590543
UGC04906,32.79,2317.6,36.14098626
UGC05354,32.588,1195.9,32.93062702
PGC029953,35.332,7367.3,116.5198723
UGC05542,35.77,9255,142.5607594
UGC05707,31.36,2817.8,18.7068214
PGC031552,35.148,6839.2,107.0532854
SDSSJ103928.53+051101.1,37.779,20202.8,359.5837026
UGC06015,36.515,12460.1,200.9092813
PGC033043,35.187,6684.7,108.9933497
UGC06309,32.764,2910.1,35.71083458
NGC3625,32.788,2020.1,36.10771451
NGC3669,31.839,1830.8,23.32383713
PGC1676859,35.9,9370.8,151.3561248
NGC3683,32.538,1785.6,32.18103443
NGC4172,35.672,9404.8,136.2699197
NGC4200,31.92,2279.7,24.21029047
NGC4292,29.88,2177.2,9.462371614
PGC1875560,31.106,909.4,16.64178857
IC3284,35.787,7784.9,143.6812177
IC3388,30.98,1655.5,15.70362804
NGC4493,34.954,6830.1,97.90390174
NGC4545,32.741,2778.1,35.33458541
NGC4668,30.96,1537.4,15.55965632
UGC07941,33.272,2421.4,45.12321133
PGC092948,36.41,13620.8,191.4255925
PGC044159,34.889,7308.7,95.01671248
PGC083669,33.349,7787.8,46.75197909
PGC083670,35.43,6132.3,121.8989599
PGC083671,34.363,6567.4,74.57615702
PGC083675,35.907,8352.2,151.8448266
PGC083681,35.167,7255.4,107.9940927
PGC083682,33.682,7157.1,54.50043893
PGC083684,33.051,7450.1,40.75679266
PGC083688,34.327,8182.5,73.34998004
PGC083695,32.918,6144.2,38.33540008
PGC083696,33.905,6424.9,60.39486294
PGC083703,35.021,7318.1,100.9717771
PGC083716,34.27,7194.5,71.44963261
PGC044440,35.043,5463.8,101.9999597
PGC044467,35.113,7160.2,105.3416217
PGC044469,35.689,6928.7,137.3409351
PGC083720,34.847,7032.7,93.19658526
PGC083727,34.982,7020.8,99.17449552
PGC044519,33.102,6952.4,41.72535112
PGC083729,35.038,6023.3,101.7653663
PGC044546,36.081,7045.8,164.5129159
PGC044547,35.185,6417.8,108.8930093
IC3955,34.959,7681,98.12959355
PGC044562,35.214,5751.3,110.357029
IC3963,34.696,6839.7,86.93606925
PGC044573,35.102,9477.1,104.8093433
PGC044576,34.286,6072.8,71.97803728
2MASXJ12592407+2820498,37.742,20313.6,353.5086134
IC3976,35.658,6802.3,135.3941811
PGC044629,34.984,7600.4,99.26588069
PGC083734,35.229,6268.3,111.1219874
PGC044636,35.597,6831.4,131.6436757
PGC083733,34.864,6984.3,93.92906516
NGC4875,35.178,8022.4,108.5425449
PGC044649,35.514,6913.5,126.7068225
PGC044652,33.986,6919.2,62.69024975
PGC044667,33.931,8403.4,61.12234389
PGC044679,35.237,7579.5,111.532131
PGC044675,35.242,7720.9,111.7892391
PGC044699,34.607,6586.4,83.44493871
IC4012,34.907,7251.8,95.80760857
PGC044723,34.586,7519.6,82.64184417
IC4021,34.918,5747.7,96.2941713
PGC083746,34.446,5900.3,77.48185328
IC4026,34.573,8190.4,82.14856851
PGC083747,34.83,7791.9,92.46981739
NGC4896,34.668,5971.3,85.82227051
PGC083750,34.05,8210.5,64.5654229
PGC044784,33.876,5476.8,59.59365193
PGC044815,34.089,6613.3,65.73550445
PGC083752,35.245,8126.4,111.9437883
PGC083753,33.935,6915.2,61.23503917
PGC083754,33.526,7565.9,50.72242399
PGC083755,35.29,7619.1,114.2878335
NGC4923,35,5478.3,100
PGC083757,34.013,8243.6,63.47460398
PGC083759,34.992,7292,99.6322642
PGC083760,34.714,5751.5,87.65970403
PGC083762,34.854,8664.9,93.49750031
PGC083764,35.194,5983,109.3452697
PGC083766,34.525,7620.6,80.35261222
PGC045023,33.553,7430.2,51.35704178
NGC4929,35.426,6240.6,121.6746204
PGC045032,34.239,8224.4,70.43686205
PGC094012,35.16,8385.5,107.6465214
PGC045498,36.03,10126.4,160.6941253
UGC08317,34.395,6068.3,75.6832895
PGC046640,35.891,10294.6,150.7301044
IC0902,32.213,1713.6,27.70766958
PGC048783,35.091,7179.8,104.2797545
UGC08742,32.25,2332.6,28.18382931
NGC5313,33.36,2616.8,46.98941086
NGC5337,33.51,2204.2,50.35006088
UGC09245,31.146,2017.9,16.95118252
NGC5630,32.423,2771.4,30.52108722
NGC5698,34.019,3734.2,63.65023332
UGC09556,33.71,2462.2,55.20774393
UGC09612,35.98,10962.8,157.0362804
UGC09638,32.63,2426.7,33.57376142
PGC214352,35.85,10112.1,147.9108388
PGC053805,34.72,14906.5,87.90225168
UGC09703,32.29,2635.9,28.70780582
IC1125,32.337,2814.5,29.33593941
PGC2085703,38.269,28568,450.6091436
UGC10244,35.761,10011.2,141.9711172
NGC6195,35.812,9158.6,145.3449678
PGC2172338,35.302,8073.5,114.9211597
PGC1188501,36.54,14970.1,203.2357011
NGC7112,34.264,6035.7,71.25248248
PGC999654,36.193,15072,173.220784
UGC09682,32.94,1823.3,38.72576449
UGC08282,33.445,2176.5,48.86523593
PGC1154577,36.43,18909.9,193.1968317
PGC1130011,36.65,20081.1,213.796209
PGC1808334,35,9760.6,100
SDSSJ224142.05-000812.9,36.88,17484.6,237.6840287
UGC05798,32.593,1573,33.00653995
NGC4081,31.332,1605.2,18.46715524
PGC2078048,35.399,6160.8,120.1710899
PGC1154145,35.67,13748.8,136.1444682
PGC1161680,36.6,19671.9,208.9296131
IC4567,34.005,5866.5,63.24118514
UGC09056,32.047,2149.3,25.66847102
NGC4993,33.187,2801.5,43.39103406
NGC4080,31.06,542.4,16.29296033
UGC04754,34.39,5458.7,75.50922277
IC3442,31.118,1198,16.73400907
IC3019,31.145,1615.3,16.943378
UGC07854,30.978,913.7,15.68917113
UGC07399A,31.15,1371.1,16.98243652
PGC765572,36.385,13281.3,189.2343619
NGC1201,31.535,1597,20.2768272
PGC869197,37.518,23602.9,318.8599693
PGC994819,36.22,,175.3880502
PGC998264,36.95,22941.3,245.4708916
PGC1059326,34.16,2701.8,67.92036326
PGC1114283,36.492,13497.3,198.7925021
PGC1124612,37.77,31377.5,358.0964371
PGC1160052,37.11,27136.1,264.2408757
PGC1172545,37.54,32350.9,322.1068791
PGC1258718,35.507,8980.1,126.2990256
PGC1392929,35.903,10913.7,151.5653756
PGC1506233,35.632,8478.3,133.7827134
PGC1809186,35.066,9386.2,103.086074
PGC1824266,30.23,404.8,11.11731727
PGC2601822,28.66,253,5.395106225
PGC2793293,34.348,4478.2,74.06277837
PGC2798836,33.34,,46.55860935
PGC2798844,33.15,,42.65795188
PGC2798867,33.24,,44.46312675
PGC2801026,26.416,95.1,1.919552524
PGC2801052,28.34,229.7,4.655860935
PGC2802467,24.39,,0.755092228
PGC2802561,24.86,,0.937562007
PGC2802598,24.31,,0.727779805
PGC2802601,25.01,,1.00461579
PGC2802602,24.64,,0.847227414
PGC2807061,26.12,142.4,1.674942876
PGC2807102,28.286,239.3,4.541507126
PGC2807103,27.64,206.7,3.372873087
PGC2807133,27.86,,3.732501578
ANDROMEDA06,24.463,-168.9,0.78090823
PGC2807155,24.573,-96.1,0.821485685
PGC2807157,27.034,63,2.551526011
PGC2832111,30.699,,13.79748721
PGC3081460,36.579,12712.4,206.9188233
PGC3097690,28.891,275.4,6.000673539
PGC3097691,24.455,-24.1,0.778036551
PGC3097727,28.157,,4.279568675
ANDROMEDA05,24.39,-223.1,0.755092228
PGC3097827,27.859,-24.5,3.730783093
PGC3097828,27.747,,3.543235349
PGC3108973,38.58,48464.5,519.9959965
PGC3114934,37.85,35904.5,371.5352291
ESO252-001,29.11,,6.637430704
SDSSJ003709.59-011222.4,40.06,93153,1028.016298
2MASXJ03052260+0051346,38.03,35410.1,403.645393
SDSSJ205036.66-002115.2,39.94,77825.7,972.7472238
SDSSJ211531.80-002116.5,39.21,59325.4,695.0243176
2MASXJ00024910+0045055,37.28,26117.1,285.7590543
2MASXJ01415126-0052365,37.43,28073.9,306.1963434
2MASXJ01270614+1906587,36.1,13035.9,165.9586907
2MASXJ01454460-5605518,37.831,26264.9,368.2985423
2MASXJ03372260-3302350,35.733,11584.4,140.152226
2MASXJ09591870-1928233,34.18,3438.9,68.54882265
2MASXJ13524703+0518496,37.919,25156.6,383.5305825
SDSSJ212342.95-005035.0,37.2,18904.4,275.4228703
6dFJ0956376-092911,29.869,425.8,9.414559402
SDSSJ004632.24+005017.4,38.14,39238.7,424.6195639
SDSSJ010743.60-010222.1,38.79,52369.5,572.796031
SDSSJ012648.45-011417.3,37.03,17268.8,254.6830253
SDSSJ215558.49-010413.0,37.6,21706.3,331.1311215
APPLES1,29.6,651.9,8.317637711
GOODSJ123649.72+621313.4,41.39,142369,1896.705921
GOODSJ123655.57+621245.9,43.11,237250,4187.935651
ANDROMEDA17,24.349,-68,0.740968934
HIPASSJ1348-37,28.761,440.3,5.651971978
[RGK2003]J010858.96+000024.8,38.99,56131,628.0583588
PGC041782,31.119,1455.6,16.74171714
MS1008.1-1224:PPP001719,40.25,89756,1122.018454
CENTAURUSN,27.822,,3.667752316
[HS98]117,27.996,78.9,3.973745051
IKN,27.87,-34.5,3.749730022
SAGITTARIUS_DWARF_SPHEROIDAL,17.1,169,0.02630268
ANDROMEDA09,24.427,-32.8,0.768068581
CANES_VENATICI_DWARF,21.653,69.3,0.214091783
BOOTES2,18.1,-116.4,0.041686938
BOOTES1,19.096,108.8,0.065947753
UMA1,19.953,-7.3,0.097858826
UMA2,17.5,-33.2,0.031622777
SDSSJ1049+5103,18.108,35.4,0.041840802
COMA,18.152,81.8,0.042697259
CANES_VENATICI_2,21.003,-95.4,0.158708432
HERCULES,20.801,144.8,0.144610557
LEO4,20.957,10.2,0.155381747
BOOTES3,18.35,240.1,0.046773514
LEO5,21.25,58.7,0.177827941
SEGUE2,17.727,42.3,0.035107508
WMMA080,37.21,10931.1,276.6941645
[CKT2009]D0939+71,27.83,,3.681289736
ANDROMEDA18,25.594,-134.7,1.314619288
ANDROMEDA19,24.827,67.6,0.923421538
ANDROMEDA20,24.362,,0.745418213
ANDROMEDA10,24.046,8,0.644465985
ANDROMEDA14,24.369,-325.9,0.747825035
ANDROMEDA11,24.332,-296.8,0.735190692
ANDROMEDA12,24.625,-393,0.841395142
ANDROMEDA13,24.618,-24.5,0.838687171
ANDROMEDA16,23.707,-211.3,0.551315243
[CKT2009]D0934+70,27.4,,3.01995172
[CKT2009]D0944+69,27.911,,3.821202032
[CKT2009]D0955+70,27.69,,3.451437393
[CKT2009]D1006+67,27.793,,3.619095139
[CKT2009]D1014+68,27.92,,3.837072455
[CKT2009]D1041+70,27.84,,3.698281798
[CKT2009]D0926+70,27.66,,3.404081897
[CKT2009]D0944+71,27.677,76.5,3.430836328
[CKT2009]D1015+69,27.96,,3.908408958
PISCES2,21.3,-75.4,0.181970086
SEGUE3,16.133,35.7,0.016850004
DDO169NW,28.18,324.4,4.32513831
SCL-DE1_GC1,28.17,,4.305266105
[KKH2007]J1219+4705,30.485,,12.5025903
ANDROMEDA23,24.36,-85.4,0.744731974
ANDROMEDA24,24.77,,0.899497582
ANDROMEDA25,24.496,81,0.792866375
ANDROMEDA26,24.409,,0.76172814
ANDROMEDA27,24.602,-355,0.832530207
ANDROMEDA21,24.608,-163.6,0.834833754
ANDROMEDA22,24.66,3.2,0.855066713
ALFAZOAJ1952+1428,29.62,467.3,8.394599865
GALAXY,14.571,,0.008207294
ANDROMEDA30,24.17,48.1,0.682338694
CANIS_MAJOR_DWARF,14.406,,0.007606765
[QQH97]J234014.21+261211.8,36.146,10374.2,169.5118252
[HM92c]230149-3736.8,38.425,30279.4,484.1723676
SCPJ110136.37-060631.6,36.548,11841.2,203.98583
NSFJ235412.09+272432.3,35.25,7372.7,112.2018454
NSFJ022743.32+281037.6,35.81,10560.7,145.2111618
SDSSJ121438.73+121347.7,37.556,19124.8,324.4890157
SDSSJ010934.78+004215.9,34.258,60030.1,71.05587634
ANDROMEDA31,24.4,15.9,0.758577575
ANDROMEDA32,24.45,-181.3,0.776247117
SKHV302,24.23,,0.701455298
SKHV108,24.4,,0.758577575
[SVA2008]M33EC1,24.75,-18.7,0.891250938
ANDROMEDA33,24.49,-216.1,0.790678628
GHOSTS1,30.396,,12.0005182
IC3032,30.866,1122.5,14.90047112
M101DF1,29.02,,6.367955209
M101DF3,29.07,,6.516283941
M101DF2,29.19,,6.886522963
PGC039331,31.279,-36.8,18.02187612
SCLMMDW1,27.98,,3.944573021
SDSSJ121551.05+473256.1,30.341,,11.70038089
[LLH2012]41,31.315,,18.32314422
PGC5067952,41.65,,2137.96209
PGC5067955,41.77,,2259.43577
PGC5067979,38.82,,580.7644175
PGC5067980,40.32,,1158.777356
PGC5068230,35.626,9474.5,133.4135683
H-ZSNSJ022853.88+011624.2,43.44,,4875.284901
SCPJ140159.90+050459.6,43.85,,5888.436554
SCPJ135711.96+042026.9,43.52,,5058.24662
SDSSJ021705.50+001649.0,38.58,81555.8,519.9959965
SDSSJ212139.25+005340.7,40.42,89440.2,1213.38885
SDSSJ213511.76+000947.1,39.81,79025.9,916.2204901
SDSSJ221927.32+002939.9,39.58,65230.7,824.138115
SDSSJ000758.69+003817.4,40.06,,1028.016298
SDSSJ211120.85-002643.3,38.55,42954.6,512.861384
SDSSJ204721.99-011511.8,39.49,,790.678628
SDSSJ204810.37-011017.1,38.46,,492.0395357
SDSSJ204853.05+001128.0,37.46,,310.4559588
SDSSJ002713.69+010714.2,39.84,64061.3,928.9663868
SDSSJ020452.97-001935.2,40.59,,1312.199899
SDSSJ024204.98-003226.9,38.92,54113.1,608.1350013
SDSSJ225648.34+002403.9,40.13,87227.7,1061.695557
SDSSJ032021.70-005308.0,39.24,,704.693069
SDSSJ220341.21+003410.3,38.08,,413.047502
SDSSJ012137.62-005838.0,38.69,49672.9,547.0159629
SDSSJ015951.03+003826.2,38.65,,537.0317964
SDSSJ021814.72+004747.6,39.3,63923,724.4359601
SDSSJ221616.63+004229.2,39.56,75045.1,816.5823714
SDSSJ221841.16+003821.1,39.54,69446.4,809.0958992
SDSSJ011049.19+010028.4,39.83,,924.6981739
SDSSJ033348.97+004233.6,40.89,,1506.607066
SDSSJ033637.49+010445.0,39.49,,790.678628
SDSSJ221310.25+010302.0,40.06,,1028.016298
SDSSJ020403.84-002157.0,40.12,83277.7,1056.817509
SDSSJ004857.05-005420.6,40.51,,1264.736347
SDSSJ023354.13+001650.6,40.67,109014,1361.444682
SDSSJ233759.60+003831.6,40.03,,1013.911386
SDSSJ235932.26+004413.8,38.59,48670.9,522.396189
SDSSJ012606.80+004036.8,40.33,,1164.126029
SDSSJ205019.78-004931.0,41.02,,1599.558029
SDSSJ031833.83+000724.1,38.05,,407.3802778
SDSSJ032922.06-010540.9,40.13,,1061.695557
SDSSJ205024.61-001004.4,39.11,,663.7430704
SDSSJ221243.86-000205.7,39.37,,748.1695005
SDSSJ000928.47+010917.7,41.13,123355,1682.674061
SDSSJ001300.13+001453.6,38.04,36447,405.5085354
SDSSJ001423.59+001959.0,38.63,46951.3,532.1082593
SDSSJ011135.03-000021.2,40.03,,1013.911386
SDSSJ215108.69-005034.6,40.31,,1153.453258
SDSSJ231633.32-003947.5,39.09,56019.5,657.6578374
SDSSJ021902.54-001622.2,40.06,84068.1,1028.016298
SDSSJ000713.58+002056.3,39.87,,941.8895965
SDSSJ001303.73-003712.5,40.2,88560.9,1096.478196
SDSSJ213115.60-010325.2,40.48,93423.6,1247.383514
SDSSJ010445.70+003050.1,40.19,92802.4,1091.440336
SDSSJ204155.88+010531.2,39.79,,907.8205302
SDSSJ212451.95+002308.2,41.2,,1737.800829
SDSSJ215216.47+001601.5,39.15,,676.0829754
SDSSJ235552.64+005237.2,40.26,,1127.197456
SDSSJ223603.21-002204.5,39.9,,954.992586
SDSSJ004524.41+010432.1,39.26,,711.2135137
SDSSJ021706.20+003205.4,40.3,,1148.153621
SDSSJ001718.34-001526.1,39.49,,790.678628
SDSSJ205644.66+002430.0,41.16,,1706.082389
SDSSJ213256.12-004159.2,39.02,54173.8,636.7955209
SDSSJ215218.98+002818.9,39.27,61485.4,714.4963261
SDSSJ001900.83-001653.4,40.39,,1196.740531
SDSSJ032821.68-001933.9,39.5,,794.3282347
SDSSJ020950.39-000342.3,39.26,63827.7,711.2135137
SDSSJ025040.16-000357.5,40.44,108278,1224.616199
SDSSJ024050.12+005935.3,41.42,,1923.091729
SDSSJ204019.25-000025.8,40.72,,1393.156803
SDSSJ231351.60+011525.2,39.96,81815.8,981.747943
SDSSJ221355.96+010511.4,40.67,,1361.444682
SDSSJ235005.02-005517.0,38.99,55924.2,628.0583588
SDSSJ231120.91-003631.1,41.19,117348,1729.816359
SDSSJ024136.04+001218.1,40.87,,1492.79441
SDSSJ024456.67+001212.5,41.07,,1636.816521
SDSSJ222102.64-004454.2,39.37,64591.4,748.1695005
SDSSJ021404.48-001420.6,37.84,35328.4,369.8281798
SDSSJ035012.89-001424.9,40.01,,1004.61579
H-ZSNSJ074855.70+100606.3,40.85,126695,1479.108388
[PDG95]J224418.86+000648.5,40.88,113461,1499.684836
[K95]J025730.70-014119.8,40.01,71943.7,1004.61579
SDSSJ081906.57+074321.2,41.5,116190,1995.262315
H-ZSNSJ104850.96+000330.4,41.96,170745,2466.039337
H-ZSNSJ082413.33+032458.5,41.06,146754,1629.296033
H-ZSNSJ134556.16+022653.7,41.41,148358,1914.255925
H-ZSNSJ124835.19-004603.0,42.44,196580,3076.096815
H-ZSNSJ153011.25+055527.0,41.55,134948,2041.737945
H-ZSNSJ134827.22+022746.6,41.07,128874,1636.816521
[GC96]J101020.28-123309.2,40.6,128729,1318.256739
[GC96]J120039.43-001602.4,41.78,170774,2269.864852
[GC96A]J115033.54+102646.7,41.7,128832,2187.761624
SCPJ082405.21+041122.6,40.53,95792.1,1276.438809
SCPJ082352.67+040844.0,42.48,173438,3133.285724
SCPJ104857.61+003150.0,41.12,134771,1674.942876
SCPJ105552.98-035902.3,41.34,174032,1853.531623
SCPJ105731.52-031348.3,41.72,124570,2208.004733
SCPJ134709.90+022357.5,42.83,248790,3681.289736
H-ZSNSJ170748.26+440126.2,41.34,132090,1853.531623
H-ZSNSJ123704.27+622624.9,41.65,150008,2137.96209
H-ZSNSJ045611.63-034126.0,43.21,257733,4385.306978
H-ZSNSJ045856.32-035929.4,41.71,161796,2197.859873
H-ZSNSJ082138.13+032510.5,42.88,233694,3767.03799
H-ZSNSJ045514.27-055144.8,42.59,173785,3296.097122
H-ZSNSJ045830.23-031604.0,43.78,228652,5701.642723
H-ZSNSJ045936.57-030934.6,41.23,158800,1761.976046
H-ZSNSJ045937.31-030901.6,38.58,53872.8,519.9959965
H-ZSNSJ082157.14+035335.7,43.65,164744,5370.317964
H-ZSNSJ082350.03+032852.8,39.49,53818.9,790.678628
H-ZSNSJ082402.51+040733.1,42.48,110781,3133.285724
H-ZSNSJ105555.93-035648.2,41.25,140756,1778.27941
H-ZSNSJ105651.48-035836.9,41.05,131763,1621.810097
H-ZSNSJ105719.23-035451.7,42.26,194719,2831.391996
H-ZSNSJ105356.22-033910.0,40.62,107779,1330.454418
H-ZSNSJ105615.02-041521.5,41.29,131762,1811.340093
H-ZSNSJ105716.38-033359.2,41.61,149751,2098.939884
H-ZSNSJ105721.51-031449.9,42.45,191723,3090.295433
H-ZSNSJ134336.92+021930.6,41.47,128870,1967.88629
H-ZSNSJ134620.89+020240.4,42.05,191827,2570.395783
H-ZSNSJ134744.72+022057.2,42.53,224806,3206.269325
MSACSSJ092016.00+003339.6,38.5,44815.5,501.1872336
EROSJ110115.76-114515.2,38.08,37009,413.047502
EROSJ115700.46-112638.6,38.25,35833.6,446.6835922
SDSSJ230017.30-000515.4,38.72,54695.3,554.625713
H-ZSNSJ023354.39+003255.6,41.61,137921,2098.939884
H-ZSNSJ023035.62+010943.3,42.92,278827,3837.072455
H-ZSNSJ041403.88+041755.0,41.34,140863,1853.531623
SDSSJ233153.01+000933.5,39.85,84063.4,933.2543008
SCPJ152306.31+293931.9,43.56,278908,5152.286446
SCPJ140200.95+050059.2,41.8,165464,2290.867653
SDSSJ140151.41+045312.5,42.26,201140,2831.391996
SCPJ135704.54+043059.8,41.66,153168,2147.830474
SDSSJ215647.63+001901.3,38.19,38605.4,434.5102242
NSFJ033923.74+350249.0,31.84,973.9,23.33458062
SDSSJ030711.02+010711.9,38.18,38895,432.513831
SDSSJ223041.15-004634.4,37.26,27068,283.1391996
SDSSJ010821.96-000546.6,40.33,87009.8,1164.126029
SDSSJ025032.13+004826.4,39.31,57303.9,727.7798045
SDSSJ033048.96-011415.4,38.41,47939.1,480.8393484
SDSSJ215704.19-001324.4,37.93,32610.8,385.4783577
SDSSJ030421.26-010347.0,37.98,37311.4,394.4573021
SDSSJ014559.73+011144.5,39.05,48016.9,645.654229
SDSSJ023628.25+003042.6,39.93,77543.8,968.2778563
SDSSJ214000.48-000002.9,38.46,30132.2,492.0395357
SDSSJ223132.21-002937.2,39.8,75089.1,912.0108394
SDSSJ231842.19-011216.7,40.34,90313.5,1169.499391
SDSSJ011619.85-004846.4,40.58,104990,1306.170888
SDSSJ215548.23+011052.7,39.65,66191.2,851.1380382
SDSSJ222315.50+001513.3,39.77,77563,899.4975815
SDSSJ222805.78-010731.1,39.41,72090.2,762.07901
SDSSJ002700.27-003511.8,38.34,41115.6,465.5860935
SDSSJ014742.71+001226.2,40.77,89983.8,1425.607594
SDSSJ030111.99-003313.5,38.88,17981.9,597.0352866
[PDG95]J024002.10-013715.8,40.28,111529,1137.627286
APMUKS(BJ)B141934.25+021314.0,35.27,,113.2400363
APMUKS(BJ)B051529.79-235009.8,35.65,,134.8962883
APMUKS(BJ)B124225.40-061107.2,38.1,44866,416.8693835
APMUKS(BJ)B033926.36-005631.5,37.99,37921.2,396.2780343
APMUKS(BJ)B001911.19-003608.1,38.76,52286.9,564.9369748
APMUKS(BJ)B231730.59-001946.5,37.94,33172.4,387.2576449
APMUKS(BJ)B002819.57-005941.4,37.97,35336.3,392.6449354
[PPG94]023732.30-014657.6,40.19,112128,1091.440336
[PPG94]101617.23+510723.4,40.48,127454,1247.383514
[PPG94]114725.33+105938.6,40.57,106048,1300.169578
[WM92]212426.8-614612,37.62,22406.6,334.19504
CL0303+1706:[DG92]074,41.23,125957,1761.976046
DEEP2_41100811,42.98,245191,3944.573021
PISCES1,19.513,,0.079909792
HYDRA2,20.64,129.7,0.134276496
PEGASUS3,21.634,-62.9,0.21222669
RETICULUM2,17.45,-90.6,0.030902954
ERIDANUS2,22.82,-66.9,0.366437575
HOROLOGIUM1,19.6,-26.7,0.083176377
PHOENIX2,19.75,,0.089125094
GRUS1,20.4,-186.4,0.120226443
ERIDANUS3,19.8,,0.091201084
TUCANA2,18.8,-204.9,0.057543994
HOROLOGIUM2,19.46,,0.077983011
HYDRA1,15.519,-55.4,0.012699891
SCLMMDW2,27.47,,3.118889584
CENA-MM-DW8,27.7,,3.467368505
CENA-MM-DW9,27.9,,3.801893963
NGC5496,31.774,1500.4,22.6360164
NGC5584,32.252,1626.5,28.20979954
NGC5719,32.114,1715.9,26.4728074
VIRGOUDF1,31.22,,17.53880502
AQUARIUS2,20.16,40.9,0.107646521
KIM2,20.08,,0.103752842
MADCASHJ074238+652501DW,27.65,,3.388441561
MAGLITESJ0644-5953,18.3,,0.045708819
UGC00272,33.723,3988.3,55.53924862
NGC0941,31.71,1614.7,21.97859873
NGC4421,30.7,1506.4,13.80384265
NGC4666,30.825,1432.7,14.62177174
PGC035705,32.41,1484.2,30.33891184
NGC0955,31.805,1499.1,22.96148648
NGC1299,31.994,2280.6,25.04955413
IC3521,31.177,526.4,17.19491368
NGC4483,31.1,819.4,16.59586907
PGC040747,31.072,,16.3832478
CRATER2,20.35,-74.3,0.117489755
VIRGO_CLUSTER,31.013,,15.94409965
[C2006]J122648.1+132117.5,31,,15.84893192
[C2006]J122642.1+132233.0,30.9,,15.13561248
[C2006]J122620.1+123425.3,30.9,,15.13561248
NGC6809,13.58,212.8,0.00519996
NGC1866,18.5,,0.050118723
PGC2802610,24.53,-155.2,0.805378441
NGC6715,17.11,170.9,0.026424088
NGC6819,11.855,,0.002349633
NGC6791,13.084,,0.004138091
ESO300-014,30.036,834.8,10.167168
NGC4259,33.78,2393.3,57.01642723
PGC040059,31.781,680.9,22.70910404
IC3292,30.967,655.1,15.60989565
NGC4417,30.997,752.2,15.82705093
PGC041180,31.015,1324.4,15.95879147
NGC4489,30.915,901.4,15.24052754
NGC4488,29.53,914.1,8.053784412
NGC4531,30.887,58.3,15.04527049
IC3501,31.038,1567,16.12872362
PGC041959,30.933,232,15.367386
IC3633,31.03,1916.9,16.06941253
IC3635,31.112,1514.2,16.68783511
NGC4598,32.17,1899.4,27.16439269
NGC4620,31.617,1080.3,21.05716984
PGC042442,31.03,1669,16.06941253
NGC2573,32.02,2257.4,25.3512863
NGC1473,31.34,1218.7,18.53531623
ESO015-001,31.327,1472.4,18.42468196
ESO085-014,31.31,1215.8,18.28100216
ESO005-004,32.038,1687.1,25.56230427
ESO090-015,32.297,1454.1,28.80049817
ESO060-019,31.63,1226.5,21.18361135
ESO091-003,31.51,1682,20.04472027
ESO019-003,32.119,1811.5,26.53383352
ESO037-005,31.48,948,19.7696964
IC3104,26.86,242.5,2.355049284
ESO040-007,32.02,2491.6,25.3512863
ESO009-001,32.54,2396.5,32.21068791
IC4595,32.872,3274.7,37.53185242
ESO138-013,31.79,2611.2,22.80342072
IC4633,32.283,2793.6,28.61541179
ESO026-001,30.55,2628.2,12.88249552
ESO107-015,32.81,3267.9,36.47539469
IC5084,33.69,3051,54.70159629
NGC6943,32.238,3011.2,28.02850928
ESO107-016,32.49,1704.7,31.47748314
IC5120,32.86,3227.3,37.32501578
ESO011-005,33.25,2825.9,44.66835922
ESO048-017,31.87,2784.2,23.65919697
IC5333,32.27,1903.2,28.44461107
ESO012-010,33.574,1786.4,51.85611777
HIPASSJ1247-77,27.646,227.4,3.382205567
UGC03787,35.914,8468.9,152.3351063
NGC4440,31.19,670.1,17.29816359
PGC041723,31.294,780.3,18.14679779
NGC4503,30.35,1296.8,11.74897555
NGC4623,31.172,1726.1,17.15536648
NGC4629,32.59,1019.6,32.96097122
PGC043341,31.49,1413.8,19.86094917
NGC7503,36.428,13364.6,193.0189728
PGC2017209,24,-199.7,0.630957344
NGC4824,35.294,7103.1,114.4985535
PGC044596,35.239,6044.7,111.6349032
PGC376039,36.567,13301.8,205.7785013
PGC027776,33.451,3060.4,49.00044228
[MJB2015]DW1335-29,28.5,,5.011872336
GAIA1,13.3,,0.004570882
GAIA2,13.7,,0.005495409
ESO293-034,31.6,1477,20.89296131
UGC00054,34.32,4441.3,73.11390835
NGC0007,31.571,1502,20.61579087
ESO293-045,32.17,1428.5,27.16439269
PGC001288,33.437,3788.6,48.68554097
UGC00196,33.74,5334.4,55.97576015
ESO150-005,30.68,1354.3,13.67728826
UGC00256,33.404,5371.7,47.95125741
ESO294-010,26.447,68.8,1.94715265
UGC00288,29.17,373.9,6.823386941
IC1553,32.539,2932.6,32.19585776
IC1555,31.247,1538.7,17.75824323
IC1558,29.93,1560,9.682778563
NGC0191,34.935,6135.4,97.05099672
UGC00392,32.15,1587.3,26.91534804
